,review_id,review_date,review_text,agree_score,disagree_score,funny_score,professor_id,professor_name,course_id,course_name
0,60044,2014-11-30 00:00:00,"
I see that no one has reviewed Professor Hertz in a while and I think he deserves a good review. I am 99% sure I am a Biology major. In high school, I had very bad experiences with science teachers... So we can say that my preparation was not the best, although you are expected to have a solid background to succeed in the 1500 level course. My not-so-good preparation has been just enough. 
Professor Hertz is great. He KNOWS what he is talking about (he is one of the authors of the textbook). He makes his lectures easy to follow by providing us pre-made (by HIM) outlines and we only have to fill them in. He  tells you exactly what chapters (and sometimes even what certain pages in that chapter) you need to read to be prepared for that lecture and consequently, to be prepared for the exam. He does question periods like 2 weeks before the exams. He is very open to questions from students during this period but not during lecture because lectures are HUGE. ... So his lectures are great. They can become boring at the end of the semester because it is the same style of teaching all semester long. But whatever! Everything he says helps your understanding of the material. Besides, exams are mostly based on lectures and less based on the textbook. 
The most annoying part is the weekly online homeworks. They are so long and you actually need to read the textbook to answer the questions in the Aplia portal. I hate doing this, but it will certainly help your grade at the end if you do them NOT-carelessly. Besides this, you have the option of doing online quizzes posted on Courseworks for bonus points. He says it doesn't matter what your score is. You just do the *optional* quizzes and you get bonus points at the end. No one really knows how much these bonus points help you... Bust JUST DO IT. 
All in all, Professor Hertz is very smart!!! I'm not saying I will be a Bio major because of him. That would be a lie. But I will say that he does make the course a liiiiittle more easy going than it would otherwise be. Bio will always be tough... Especially the 1500 level, so don't expect to be completely prepared for what is to come in this intro course. 
Workload:
2 midterms- based more on lecture than on textbook. You REALLY need good notes for this. Both midterms are challenging, if not hard! 
Final- based more on lecture than textbook
Weekly online homework- long and vary in level of difficulty
*Optional* weekly online quizzes- do them, you get bonus points. 
",1,0,0,,,5140,[BIOL BC1500] Introduction to Organismal/Evolutionary Biology
1,60202,2014-11-30 00:00:00,"
Avoid at all costs. He is arrogant, lazy, and not very smart. He'll give you dumbed down lectures , saying things about comic books that my grandma could come up with. Ignores anything interesting or even a little controversial (he had a really difficult time talking about race and gender in graphic novels, for example, even though we were reading great material like March and Fun Home--maybe because he doesn't think about these things?). I also got a pretty sexist vibe from him and he was very condescending in office hours. Maybe jocks have had other experiences. But especially in a class like the American graphic novel where you teach sensitive material about gender and sexuality, you should be aware that these things are issues! 
He's also a really bad communicator, never clarified assignments, pushed around deadlines and skipped lectures or replaced them with bullisht ""discussion sections."" Everyone was so confused in this class! Even the other professor and TAs who were really sweet, seemed fed up with this guy.
If you want to talk about comics with someone smart, go to Marianne Hirsch. This class was a joke.
Workload:
Four assignments, all graded by the TAs. You never have to do the readings. Also the TAs graded really differently in my experience so the grades were all over the place. 
",7,1,0,410,"Dauber, Jeremy",7275,Lit Hum
2,60708,2014-12-01 00:00:00,"
This class was amazing. The professor has a way of breaking down complicated concepts, which not only makes you feel smart for understanding but gives you confidence to attempt to understand others. Who knew I would be able to calculate orbital periods of planets after the end of this course? Certainly not I! Seriously though, the class gave me a good working basic knowledge about the Earth, Moon and Planets which comes in handy every day. Every time I watch a science fiction movie about the solar system, this comes to mind. Articles about satellites and the discovery of Earth like planets, which are always on the news are no longer intelligible. The professor is also very approachable in the class but also office hours. I recommend this class to all. You won't regret taking it. (I am not a science major, took this as part of my Core)
Workload:
He hands out problem sets, which have the solutions on the back. Don't be fooled into thinking it's not going to carry any weight in the exams, because,.... that's exactly from where he picks the question he asks. Study the problem sets, and you will do great on the exams. There are 3 exams in total. No homework or assignments.
",3,1,0,726,"Applegate, James",235,"C1403-C1404 Earth, Moon, and Planets; Beyond the Solar System"
3,60941,2014-12-01 00:00:00,"
Heidi comes across as extremely nice during the first few weeks of class (aka shopping period), but then she becomes extremely passive agressive towards the class. Her exams are extremely difficult, both to prepare for and to take. The majority of class will be going over literature, but the bulk of the test will be grammar, barely discussed in class. Plus, this is the class where your accent will come to die. While Heidi definitely has a fantastic grasp of French grammar, her American prononciation of all words forces you and the rest of the class to care less. There is a serious lack of organization and communication. 
Workload:
super heavy. 4-5 exams and then a final. weekly blog posts
",0,0,0,,,5671,[FRNB BC1204] Intermediate French II
4,61130,2014-12-02 00:00:00,"
This class is just time consuming. It isn't hard to get a decent grade in, per se, because the math isn't hard and because you have homework assignments that bring it up no matter what. I didn't study for the exam and got a C, but with the HWs I was able to pick up my grade to a A-. The class gives you a chance to think in a really interesting way in terms of statistics, Professor Donoghue really cares about how you do and what you're taking away from his class, and it's a fair class. Those are the positives. The homework is quite time consuming. Like others have said, even with the time-consuming hw assignments, it is beneficial because you're really learning the info (which is good because honestly I never understood Statistics that much better after hearing Professor Donoghue's lectures). Either way, it's a solid fair class, but requires more time than you'd probably like it to. 
Workload:
Two exams (midterm 25% and a final 45%)
Project (really not as intimidating as it may seem - just put in honest effort and you will get a SOLID grade) 15%
(time-consuming) HWs 15% 
",4,0,0,9936,"Donoghue, Anthony",7275,Lit Hum
5,61188,2014-12-02 00:00:00,"
Luke is dope. Go take his class. 
Workload:
work? what work?
",5,0,5,9722,"Rosenau, Luke",7275,Lit Hum
6,61198,2014-12-02 00:00:00,"
I found the material to be very interesting but Professor Pereira, plainly said, is a boring lecturer. Her notes on the board are incomprehensible and the information on the slides are grammatically awkward. Also, there is an attendance sheet for each class and you are required to participate once out of the two days we meet a week. The upside is that she is a very easy grader. It is not difficult to write an A paper but still, going to class is a pain..and mandatory. 
Workload:
Very light. 3 essays (submit draft for each essay) and a final. 
",0,0,0,2973,"Pereira, Sonia",479,[ECON BC3041] The Theoretical Foundations of Political Economics
7,61237,2014-12-02 00:00:00,"
Congratulations!! You were randomly placed into one of Professor Carr's Frontiers of Science discussion section.  Unlike many other Columbia students, you will not come out of Frontiers hating it or feeling like you have got nothing out of it.  Professor Carr is a great professor who truly cares about teaching her students.  Her discussions are fantastic and she will make sure you all the important points that the lecturers made.  She has office hours set up and she is always there and willing to help you.  She frequently stays after office hours helping students though I would recommend that you actually get to her office before her office hours end.  Although discussion is great, Professor Carr does a great job explaining the material during office hours.  Besides her obvious teaching strengths, she is an extremely nice professor who truly wants to help all her students (besides teaching, she has offered to give us advice on how to get a research position as undergraduates).  She does really interesting research and has other experiences that you should talk to her about during office hours (she actually was invited to the UN during one weekend when I was taking her class).  Overall, she is a great professor and I wish Frontiers of Science was a year long class because of her. 
Workload:
Weekly problem sets for a grade (pretty easy as long as you try to do them and impossible to fail if you go to office hours), In-Class Assignments (never picked up), Quiz for each unit (not incredibly difficult if you understand the concepts Professor Carr talks about in class), Term paper (not hard as long as you don't procrastinate), Midterm (fair), Final (haven't take this yet but supposed to be like the midterm).  If you go to discussion and office hours and do the homework, you can get an A in this class (lecture might be helpful but I don't know because I was half asleep at all of them). 

",6,0,0,12752,"Carr, Amber",303,[C1100] Frontiers of Science
8,61280,2014-12-02 00:00:00,"
Professor Baydil is such a sweet and approachable professor. She is lovely and is undoubtedly intelligent. She knows how to express the content and does not leave her office hours until every question in the room is answered. Take her class. She'll make sure you know the content and is completely fair with testing the material. If you attend lectures, (and you should, attendance is a huge chunk of the grade), do the problem sets, and review for the tests, you're solid. 
Workload:
A few problem sets, two midterms, one group project, and a final (optional)
",0,1,0,13011,"Baydil, Banu",7275,Lit Hum
9,61351,2014-12-03 00:00:00,"
Peter Pouncey is...a mixed experience.
On the plus side, he knows his shit really, really well. He's a very smart guy with a lot of interesting things to say. Lots of historical tidbits (he's a Thucydides scholar), and we usually end up discussing broader themes in life instead of staying narrowly with the text. He's also very funny and nice.
But...he's not always super lucid. He tends to repeat himself several times and revolves around the same topics during discussions. It's not bad at the beginning of the semester because a lot of it's new, but it gets old at the end. He's also not always very attentive and connected to the students. Frankly, we weren't smart enough to entertain him with something new: this was his 50th year teaching the course, so he's basically seen everything and heard everything.
Workload:
One 2-page paper, the midterm, and the final (there are extra readings though). Barely any lecture, pretty much only discussion. Class lets out 30 minutes early every day, sometimes earlier. Probably the lightest workload you'll ever see.
",3,0,1,769,"Pouncey, Peter",4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
