,review_id,review_date,review_text,agree_score,disagree_score,funny_score,professor_id,professor_name,course_id,course_name
0,40035,10/26/2014 0:00,"
I'm echoing everything that the previous reviewer said.  The only reason I ended up sticking with the class was because I needed to take a political science colloquium and I wasn't able to switch out. NEVER NEVER NEVER take anything with this professor.  He's totally incompetent, unprofessional and his grading really is all over the place.  The syllabus is terrible - The readings are insanely long (to the point where nobody ever finishes them) and the discussions are even worse.  Also my worst experience at Columbia.  I felt like my insane tuition money was a complete waste that semester.  It's an unengaging, frustrating class in which you will inevitably be stressed about grading (because he's so vague and all over the place) and won't learn anything other than Columbia is a self-interested institution that doesn't care about students and that there is only luck to thank when you find a good professor.  See! Cynicism.  Avoid this class.
Workload:
Insanely long readings that are not important to do, a few discussion papers, and a 30 page research paper.
",5,0,0,12872,"Kato, Daniel",7197,Lit Hum
1,40310,10/27/2014 0:00,"
Wow. I don't know if Chem Lab changed radically over the past year or so, but I definitely didn't take the same class as those who gave it raving reviews, claiming they learned so much. I spoke to a lot of the people in my lab last semester as well and they agreed -- there was little to nothing redeeming about this course. It's designed so you feel like you're constantly thrown into its vicious, tedious cycle week after week and makes the semester drag on and on. Even as somebody who received an A in the class (it's not hard to), it felt like a COMPLETE waste of time doing so.
So. The vicious cycle: 
1) Go to lab lecture, which is basically just Sarah talking about stuff you've probably learned or will learn in General Chemistry. Be forced to ""work with the people around you"" in an attempt to make it engaging (it's not). Take a 15 minute quiz that, half the time will have a 70% average. Watch points get deducted over the most anal errors, thus making you feel like you're absolutely awful at chemistry (you're not that bad, stay strong, friend). 
2) They take attendance at the end, so guess what? You're not getting out of lecture. 
3) Go to lab. 3-4 hours of pain, depending on if Hansen wants to tack on EXTRA labs/lab stuff to make her class seem more legitimate and less like a high school chemistry lab. The room has poor air circulation, but somehow it's always a bit nippy, and the TAs are half snarky, half nice. Once you finish (YAYYYYY!) you get out of Havemeyer, your spirits raised... until you realize you have to do it again... but only after... 
4) Completing pre-lab (the most USELESS assignment ever, designed to force you to thoroughly read and copy down all the lab instructions... that have been altered by Hansen... and compare that to what's in the actual manual and write them all down). 
5) Completing report sheets, that you will inevitably lose points on somewhere. 
6) Dry lab! Because your time in the lab wasn't enough to convince you guys this class is taken [way too] seriously. 
7) Writing assignments. (...really?) 
8) Repeat for the next few months. 
I'd like to point out, all the work would be 100% fine in my books if it felt like it was reinforcing something, or clarifying my understanding of chemistry. But nope! It just felt like my time was getting sucked away from other classes and into this. I don't know what Hansen thinks, but this class is NOT her students' only class (nor, based on the conversations I've had with many, remotely close to their favorite). 
Prepare to have a sense of ""Ughhh, not again..."" overwhelm you each week.
Workload:
The work is easy... the amount is what's unbearable. 
-4 hours = pre-lab
-2 hours = report sheets
-1-2 hours = dry lab
-1-2 hours = writing assignment
1 Midterm, 1 Final, both alright.
",14,0,1,3343,"Hansen, Sarah",7197,Lit Hum
2,40516,10/27/2014 0:00,"
I don't agree with the negativity from the last post. I was in the very same class and contributed to discussion with regularity. Though the conversation was occasionally run by one side of the classroom, Yvonne's effect on class discussion was  effective. She frequently tried to rearrange the class dynamic through fun group exercises that did create an atmosphere conducive to learning. Moreover, she always looked to advance class discussion beyond the surface of the text. Usually, the class just didn't want to go there. Yvonne looked to inspire those that wanted to learn and was less concerned with those that would just Sparknote the books and show up to class because they had to, which in my mind separates the bulls from the steers. Yvonne was a boss. If you want a good LitHum professor who rewards you for critical thinking and actually reading the text, give her a shot.
Workload:
Same as every LitHum class ever. Manageable. Just do as much of the readings as you can and you will survive. Kiss ass and you will kick ass. 
",0,2,0,9645,"Zivkovic, Yvonne",7197,Lit Hum
3,40687,10/28/2014 0:00,"
It's impossible for Hansen to  possibly be any more in love with (as mentioned in another r view) her ""creation!"" She acts like it's everybody's only class, assigning ungodly amounts of work (useless, busy work) and expecting victims to treat chem lab like a part time job. You get out of lab just to be thrown into more lab work. 
Maybe if this class were not so redundant people would see the value in it.
Workload:
Heavy. Prelabs are frustratingly, pointlessly lengthy. Report sheets and dry labs are frustratingly repeatative. Midterm and final are alright in my book.
You can easily get an A, but don't expect to have learned much and be prepared to tear hair out in sheer... Frustration over having to do such pointlessness.
",13,1,0,3343,"Hansen, Sarah",7197,Lit Hum
4,41229,10/30/2014 0:00,"
This class is and probably will remain a huge dissapointment. My recommendation which seems to be pretty popular is simply do not take this class. This was the first big lecture class I took where the professor held discussion section during class time. Which makes me wonder how she feels about collecting a paycheck when she barely shows up. I guess it's an added bonus of having tenure. By just reading her book and her wiki page you will know more about global cities then sitting through one of her long and disjointed lectures. 
Basically her teaching style is unorganized and lazy. Even with it being an easy A class, I don't think it's worth the time or money. Interesting topic but poor poor delivery! 
Workload:
Four page essays, 2 questions for the midterm and final. Both worth 50%. Readings are doable. Workload is easy.
",4,2,0,10071,"Sassen, Saskia",7197,Lit Hum
5,41449,10/30/2014 0:00,"
The class moves pretty slowly for a 4000 level CS class and covers the qualitative components of Computer Science (planning, group dynamics, etc). Don't let the name fool you, there is nothing ""advanced"" about this course. It is interesting that we get to work on a project of our choosing over the course of the semester, but the amount of documentation we have to provide beforehand is a little infuriating. You end up spending 3x more time writing out requirements, risk, etc than writing code. 
You will probably have to take this class because it is required for Software Systems, and let me say that this is not a ""bad"" class. You still learn concepts like design patterns, but ultimately you will learn MUCH more if you take a class like Operating Systems or Computer Networks. 
Workload:
Medium (bunch of periodic group assignments that don't take too long)
",1,1,0,1474,"Kaiser, Gail",7197,Lit Hum
6,43849,11/4/2014 0:00,"
She is young and very friendly. Because of the fun atmosphere of this class I look forward to it, even though the content can be confusing at times. Maria does a good job of making the lessons relatively clear and straight-forward, yet is not very good at keeping the class on track. There are a few distractions and off-topic discussions each class, but they usually pertain to greek culture or stem from that at least.
She could definitely do a better job at explaining some grammar. If you are 100% new to modern greek grammar I would recommend looking up an online guide or using youtube videos to help you understand because it can be easy to get lost.
Workload:
Light workload. Homework assigned for every class but does not take too long. In the beginning of the semester it can take an hour or two if you are adjusting to the language and the alphabet, but once you get the hang of it homework should not take you longer than an hour for each lesson.
",0,0,0,12982,"Hadjipolycarpou, Maria",7197,Lit Hum
7,44048,11/4/2014 0:00,"
NICOLE GERVASIO IS A GODDESS. I AM UPSET THAT SHE DOES NOT ALREADY HAVE A GOLD NUGGET. HELLO? IT'S BEEN LIKE 2 YEARS.
Taking UW with Nicole is what inspired me to be an English major. She is so approachable and dedicated to making her students better writers. She is available as a resource at every step of the way, from random ideas and breakdowns to a full-fledged ~progression~. 
She is also just in general a really chill person and I've kept in touch with her since leaving that class! If you have taken the intro to the English major, ENGL 3001, you know it is pretty much the 7th circle of hell if you don't have a good seminar leader. I'm taking it this semester and I am genuinely sad that I can't take it again next semester (Spring 2015) and have Nicole as a seminar leader!! So if you're taking it in the spring, there's no other option. You're welcome.
Workload:
omg it's the same as every other UW teacher calm down
",8,0,0,12804,"Gervasio, Nicole",7197,Lit Hum
8,44751,11/5/2014 0:00,"
This class was truly disappointing. It's such an interesting topic, but the syllabus is just one boring, unreadable, pointless book after another. 2/3 of the course is dedicated to medieval/ancient texts that sort of relate to disability, but not enough to make us have to endure reading them. Seriously, it goes beyond boring mainstays like Beowulf and Canterbury Tales (although you read those too) - the syllabus approaches a whole next level of boring. You spend an entire class discussing ""History and Topography of Ireland,"" which is pretty much the ancient Irish equivalent of a mystical TripAdvisor entry. I still have no idea how it could possibly be even remotely relevant. Then there's the class about ""The Life of St. Osith,"" which may have been even more dreadful than the Ireland book! Pope, Montaigne and Locke each get their own classes too, and while they are all certainly very important to the study of western literature, they really don't have much to say about disability. You'd be better off taking a class just on 17th century lit. Professor Baswell is a nice guy, and he knows his stuff, but the class itself is miserable. 
Workload:
Pretty standard. 2 essays, reading for every class, 2 midterms that ultimately got cancelled.
",3,1,0,3980,"Baswell, Christopher",7197,Lit Hum
9,45002,11/6/2014 0:00,"
Overall, I recommend not taking this course.
The ideas behind this course are simple: think in terms of the customer and plan your project accordingly. Unfortunately, a lot of the documentation we do is not really meaningful, and the pace of the class could be faster. We spend several weeks on design patterns, and another several weeks on ""bug testing"", which is stuff you pretty much already know. 
If you want to challenge yourself on your road to becoming a fully-fledged Computer Scientist, don't take this class. If you are looking for an easy course to take on the side, while knocking out your tech electives, you might consider ASE. This class is not really ""Advanced Software Engineering"", it should be called ""Software Project Planning for Enterprise"". 
The midterm reflected the course. It was pretty easy, with just definitions and written explanations of concepts. But at the end of the day, how much did you learn compared to a class like OS or Algorithms?
Workload:
Bi-weekly assignments for the first two months with documentation for your project and other scenarios
Semester project using a web framework (Django, Rails, etc.)
",2,3,0,1474,"Kaiser, Gail",7197,Lit Hum
