,review_id,review_date,review_text,agree_score,disagree_score,funny_score,professor_id,professor_name,course_id,course_name
0,70013,2014-12-15 00:00:00,"
Best teacher I've ever had at Columbia. 
Workload:
Average amount of reading.
Two thought provoking essays
",3,0,0,2080,"Neely, Evan (TA)",137,Art Hum
1,70014,2014-12-15 00:00:00,"
Alma Mora is the WORST professor I have had at Columbia thus far. Not only can she not speak English, she assigns absurd amounts of work. For example, a 28 minute video about art AND we weren't allowed to read from a script. None of the other Elementary Spanish II classes had to do this video. Her grading is crazy: I do not know one person in my class that ever got an A on any test or paper. STAY AWAY FROM HER. If you actually want to learn Spanish, Alma Mora is not the Professor for you. She can't relay information about tenses in a clear way, which is obviously unhelpful, and refuses to work with students (especially GS) who have jobs outside of school/ the class room. She claims that nothing is her fault, and thus blames her department for her miscommunication with her students or the intense work load she assigns us. If she actually wanted to help/teach her students, she would make an effort to meet with them and find the way that helps them learn best. She also is horrible at responding to emails, and on many occasions, I emailed her a few days in advance of a test or of a due date for a paper, and she never got back to me. In my personal opinion, a Professor should be sitting at the edge of their seat waiting for a student to ask for help. Alma Mora did not teach me an ounce of Spanish this whole semester, and instead, I turned to the internet to teach me because it was more reliable and responsive than her. Essentially, I am completely and utterly disappointed with the education I’ve received by Professor Mora, and the fact that the Spanish department has kept her as a Professor for so long.
Workload:
crazy. 3/4 essays, a 28 minute video in spanish with no script (film and media studies majors don't even do this), a midterm, and a final. MSL once a week, GB once a week.
She also assigns you exercises as everyone is leaving class and doesn't add it to the syllabus, so no one knows what she is saying and doesn't do what she asks. Then she takes points off everyone's participation because of her lack of initiative to put assignments on courseworks. Even if I did want to do the exercises and emailed her asking them, I would never know what they are because she never checks/responds to emails 
",0,0,0,,,242,[SPAN V1102] Elementary Spanish II
2,70144,2014-12-15 00:00:00,"
Prof. Collins did a flipped classroom format this semester, and I learned more in this class than I've ever learned in any other upper level CS class. I enjoyed the class and I'd recommend it. I also wish that every CS professor would switch to flipped classroom.
Every week, he assigned about an hour and a half of video lectures from Coursera. These lectures are incredibly clear and the great thing about them being online is that you can watch them 80 times over until you understand the material. I usually space out during CS lectures, so this was invaluable for me. Then you attend a weekly (~10 people) discussion session where you do problems taken from previous exams. This was more like him handing out the questions, everyone staring blankly at them for a few minutes, and him explaining the answers. Repeat for an hour. These discussions were led by him and the TAs, and they usually felt awkward, but they were useful. They were supposed to be mandatory but he stopped taking UNIs after a few weeks, and I don't think they really ended up being mandatory. Toward the end of the semester, a lot of people stopped going. He posted textbook style notes about the lectures as well as classroom questions and solutions online after each week.
As someone whose programming skills were rusty and mediocre at best, I found the homework to be challenging but not at all impossible. I recommend using Python, and if you don't know it, it will be easy to learn. For the programming, you're literally just implementing the algorithms that you learned in class, so it's not so much thinking about how to solve the problems as it is deciding what data structures to use and being careful with your code. They were sometimes unusually time consuming though.
The TAs were usually pretty helping during office hours, and not as helpful on Piazza. Prof Collins did not hold office hours, and he explained that the flipped classroom would be the time for office hour questions.
Definitely come in with solid knowledge of probability. You'll need a little bit of calc and linear algebra toward the end. Which really means if (1) you can take a derivative, and (2) you know what a vector is and how to take a dot product, you'll be fine.
Workload:
weekly online lectures (1-1.5 hours), weekly discussion section (1 hour)
4 homeworks (35%) - each had a theory part and programming part, due separately
1 midterm (25%), 1 cumulative final (40%)
",6,0,0,10729,"Collins, Michael",4903,[COMS W4705] Natural Language Processing
3,70204,2014-12-15 00:00:00,"
I found this course to be a major disappointment. While Gundogdu seems to be a very nice person, she is not the greatest professor. She assigned a seemingly random selection of works that gave an incomplete picture of basic political theory. The final third of the course hardly even covered political theory, but was instead focused primarily on feminist sociology. Additionally, Gundogdu's lectures were essentially summaries of the readings, making one or the other a completely unnecessary exercise. The only saving grace of this course was the T.A. who led the recitation. It wasn't even worth the easy A.
Workload:
Very light. Three short papers and minimal readings.
",4,2,0,3540,"Gundogdu, Ayten",137,Art Hum
4,70205,2014-12-15 00:00:00,"
Prof Connor's class was very enjoyable. The field of Translation Studies is very new but he still manages to raise interesting issues throughout the semester. That being said I felt the class was kind of wishy-washy. I enjoyed it and thought it was a great class, and I don't regret taking it, but that being said, if you're looking for more practical, hands-on application, you might be a bit disappointed with this course. There is only one required translation assignment, though it is an option for the final. Given that it's a large lecture (100+ students) with only four TAs, it makes sense that there aren't many assignments. 
The lectures are often just Professor Connor discussing what he thought was important, and him trying (and sometimes failing) to solicit class participation. Sometimes certain readings were never discussed at all, though it is usually helpful to read them. Usually every week we'll have three or four readings (no more than 20 pages, usually they're very short) and Professor Connor will pick one or two and extensively discuss them. You may nor may not appreciate this approach. 
Even though Professor Connor runs a great class about an interesting topic, I felt his lecture style is pretty standard for a college course. His lectures aren't fabulously engaging though they are very informative. He tries his best to engage with students but he is very much the stereotypical ""ivory tower"" academic, and it comes across in his class. Most of what we do is dedicated to theory though I suppose his spring seminar on translation would be more dedicated to practice. I haven't taken it though, so I can't comment. 
All that being said he genuinely cares about us and he wants to see us do well. He calls us all aspiring translators (which I guess we are) and always has nice things to say about us, just for taking the class. He wants us to learn, and he seems to enjoy teaching, which is more than you can say for other professors at Barnard or Columbia. So all that said, if you have fulfilled the language requirement, you should definitely take this class. It is a very fun class in a subject that everyone is interested about since it really is everywhere nowadays. 
My TA was Valeria Luiselli. I am very glad to have been able to get her comments on my work. She was very approachable by email and after class, and very knowledgeable about the course material. She would also participate in the lecture with relevant information. All you could want from a TA. The other TAs were equally helpful, from what I could tell. 

Workload:
Participation and pop quizzes (15%) -- the easiest things ever. I felt the quizzes were more to ensure attendance than to ensure comprehension. We also had to post questions for guest speakers, which factored into the grade. There is an attendance policy (max two unexcused absences) though it is hardly ever taken. 
Language memoir (20%) -- very simple story about your bilingualism and how it developed. It's a very creative assignment, around 4 pages. 
Translation (20%) and Peer-Critique (10%) -- also simple. You pick a source text, which is about a page, and you translate it. You then send it to your partner and they critique it, and you critique theirs. You can pretty much pick any prose from the 20th century. 
Final Project (35%) -- 7-10 pages. You get to select from five prompts, and one of them is a translation project (which I did). You translate four pages of source material, and you can pick almost anything, even a poem. You then translate it and write prefatory notes. Altogether it came out to about nine pages. Other topics included: 1) discussion of community interpreting or subtitling/dubbing; 2) translation critique; 3) essay about a play (Brian Friel's Translations); or 4) an interview with a translator. 
",4,0,1,2350,"Connor, Peter",5547,[CPLT BC3110] Intro to Translation Studies
5,70206,2014-12-15 00:00:00,"
Sahar is FANTASTIC. She consistently explores each and every dimension of the text while covering the important bases. She never controlled the discussion completely, making sure the class organically came to its conclusions, but made sure those conclusions were important. Every class essentially started with some kernal, a quote, an adjective, some detail that would blow up into a larger theme that seamlessly connected to another. And Sahar would always be sure to organize information, list important themes and characters, and would encourage us to actually visualize the text. Some instructors focus on one theme (e.g. feminism) and spend a lot of time trying to uncover something unexpected, and some just focus on the usual, important topics. Sahar does both. But possibly the best part about her was that she was kickass person. She would always crack jokes and generally had a very kind presence in the classroom. Super approachable, super friendly, and super super office hours.
Workload-wise, she was wise with workload. The papers were manageable and she graded them a little harshly, but for the most part she was fair grader. And she is more than willing to discuss how to do better, although some people found that no matter what, they always received the same grade. But what did suck was that she occasionally gave out pop-quizzes which were the worst even though they're supposed to be icky (but if you do the reading then it's manageable). The midterm was tough, but fair as well. All-in-all challenging, but definitely not impossible.
All-in-all a chill, kickass teacher
Workload:
three 3-4 page papers, one 4-5 page paper, midterm, final.... occasionally pop quizzes
",6,0,0,12856,"Ullah, Sahar (TA)",137,Art Hum
6,70227,2014-12-15 00:00:00,"
Emily knows her stuff through and through, and lets it be known. This can be good (she can answer pretty much any question you throw at her) or bad (this seemed like a pretty demanding class). I had a pretty solid group, so the discussions were usually pretty interesting, but I wasn't too big of a fan of the small groups she's really fond of. The prompts she gives for essays are interesting, though the essays themselves are pretty tough, as are the grades. All in all, a solid class. Emily's a good professor, but certainly not what you're looking for if you want a straightforward CC class.
Workload:
Two papers, (one 6-7 I think, one 8-10). A handful of response posts throughout the semester. Midterm, final. She's pretty good about cutting out the crap from the reading though, which is a plus.
",0,0,0,11743,"Yao, Emily",137,Art Hum
7,70228,2014-12-15 00:00:00,"
The class sounds interesting, and it says it will discuss contemporary issues in the American economy, like healthcare, housing, and all that. And it really does do that, but, as a 2000 level econ elective, it's kind of a surface-level treatment and I felt like I was a bit overprepared for the class because I read the NYT every day. It was pretty straightforward though, and not particularly hard. Professor Davidson is a decent lecturer, but the material wasn't too challenging so I felt myself zoning out a lot. 
Workload:
Not too bad. Some readings, a group project, a midterm, a final, and a few pop quizzes throughout the semester.
",0,0,0,60,"Davidson, Sally",137,Art Hum
8,70229,2014-12-15 00:00:00,"
Little bit worried going into this class. I'm not a very big art person, and a first-year (I think?) teacher made me kinda nervous. That said, it was completely unwarranted. Joseph (Professor Ackley? I never really cleared up what his title was) was a killer teacher. He made art seem really engaging and understandable, and gave really interesting prompts that made you think about the material. The discussion was great in the class, and you could tell that he really had a passion 1) about art and 2) about helping us learn it. He was really great, a sweet, funny instructor who knows his stuff inside and out.
Workload:
Readings, reading responses every other class or so, midterm, final, two papers. About what you'd expect.
",0,0,0,13035,"Ackley, Joseph",137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
9,70230,2014-12-15 00:00:00,"
Best TA I've ever had. Super smart guy (joint PhD-JD student, what even) who really wants us to learn the material. He knows the ins and outs of how professor Phillips teaches, and has an uncanny ability for predicting the material on the tests. Interesting discussions in class, really flexible and kind. Would recommend if he's TAing again.
Workload:
Minimal. Occasional responses.
",1,0,0,13036,"Thorley, Dane (TA)",5210,[POLS W1211] Introduction to American Politics - Discussion
10,70812,2014-12-16 00:00:00,"
With all the negative reviews I think I'll come out and say that I *appreciate* Professor Wang. I don't *like* him - I don't think anybody likes him, and to be honest he doesn't give a shit about students either. He cracked exactly one joke during the semester, completely deadpan. 
Honestly I would not trust Vallancourt to teach this class. Professor Wang presents the material in a clear, systematic manner, and test problems are basically the same as homeworks with the numbers changed. Some of the material is difficult but gives you a solid background for future signal processing courses. I especially appreciated that proved all the theorems he presented. But be careful, it's not for nothing - the exams have proofs and you will probably be asked to prove Parseval's theorem at some point.
If you ever have a chance, look up the research he does too - he's an IEEE Fellow and gets millions of dollars of NSF funding. 
Workload:
1 pset a week, two midterms. Psets very easy
",7,0,1,1816,"Wang, Xiaodong",2340,[ELEN 3801] Signals and Systems
11,70886,2014-12-16 00:00:00,"
Professor Morton is a great professor. Like others have said, his tests come entirely from lecture and he has made an app that is basically his lecture written down in an organized fashion. The class is definitely challenging - especially the second half where you memorize some 100 proteins. But you should 100% go to every lecture, because sometimes things written in his app are not covered in lecture, and therefore not necessary to learn. But again, reading the app is super helpful if you miss some things he says in lecture. 
All-in-all Morton is a really sweet person and will help you as much as you need. He will gladly make time for you outside of office hours if you need the extra help. He learns everyone's names immediately which I thought was insanely nice. I would recommend taking this class with him!
Workload:
2 midterms: first one deals with a lot of probability, second one deals with many processes so it's heavy on the memorization and a final cumulative of the whole course, but not that bad because you take the second midterm a few weeks before so the material is fresh. 
",14,0,2,408,"Morton, Brian",5849,[BIOL BC2100] Molecular and Mendelian Genetics
12,70887,2014-12-16 00:00:00,"
Everyone takes this class because its required, therefore Urban Studies Majors obviously HAVE to take it. I can honestly say I got very little or not nothing out of it. An insane amount of reading gets assigned weekly and as the weeks go on it becomes more and more obvious that NO ONE is doing the reading. Class assignments have basically nothing to do with the reading, which doesn't really make sense. Each week a ""new"" historical urban issue is studied, but they all seem to basically be a review of concepts of many of the Urban Studies ""A"" requirements. Prof. Linn might be better suited to teach high school because the way she structures the class has ZERO intellectual ""discovery"". She focuses on simply ""recalling"" the main points from the readings....asking what they said about x,y,z, which usually creates dead silence in the classsroom. She is also very opinionated and kinda rejects any challenges to her ideas. Oftentimes, a super politically charged statement slips from her mouth that doesn't really seem all that appropriate. Good-luck disagreeing with her, she will politely dismiss you and hold it against you. She does provide a lot of feedback on assignments, especially the final paper. But, I would suggest staying ""in the middle of the road"" on assignments. Don't try to be critical or challenge anything ever, because it seems like she just wants people to simply read the material and recite it back, just like a 9th grade Social Studies class. Her grading is very subjective and seems to have a wide range, favoring people that simply ""recite"" back on their assignments. She values ""looking at where research came, primary or secondary sources, etc and not any intellectual application of research. I'd probably suggest taking the class with a different professor if you're looking to get something out of the class. However, Prof.Linn's class is good if you want to stay in the ""middle of the road"" and never do the readings. 
Workload:
an ""academic"" book-review... reminds me of elementary school. Her favorites were people that talked about how great their books were and reported back the main arguments. A ""empirical data interpretation"" assignment... she gives you historical public crude death rates for various cities and asks you to create graphs and theorize the differences between cities... she asks you to do no research at all and use class assignments and readings to guide your theories, but people that were graded well CLEARLY did research.... people were upset because she was very critical of some people's ideas, suggesting their dates were off or ideas weren't historically correct, but they did exactly what she instructed us to do... and a final paper (15 to 20 pages). The final paper was the biggest assignment and you could pick your own topic in consultation with her. Again, I'd recommend doing something very ""middle of the road"" for the best grade.... just read a few books and report back exactly what you read lol
",3,1,1,9347,"Linn, Meredith ",730,Junior Colloquium
13,70888,2014-12-16 00:00:00,"
At first, I was pretty scared of Dr. McGuire. She comes off as intimidating. But once you get to know her and you settle in class more, you see how lovely she really is. She is super understanding if you need help on something or need an extension. She loves teaching and you can tell from her passion about the material. Her lectures are extremely well-organized and well planned to the dot (we never left late). However, she goes pretty fast! I would recommend taking notes on a computer in order to keep up. Her tests were long, but they were not actually that hard, even though it may seem like they will be - most of what was covered on the tests was explained word-by-word in lecture, which is why I recommend taking notes very quickly or recording the lecture to go back and fill in the gaps in your notes. Of course, that takes a great deal of memorization but I would say that's easier than a lot of other classes. 
I would recommend this class, because it's great to learn about the tropics - they have such a huge impact on us. And because McGuire is a great person. 
Workload:
Moderately heavy. There was an assignment due before every class, which was only 5 questions every time, but they were based on primary literature in the tropical ecology field, and these took a lot of time to read and understand. There is an 8 page essay/associated presentation on any conservation issue in the tropics - she grades that pretty easily though if you just follow instructions and don't look like a fool in your presentation lol. And lastly, 2 midterms and a final - all of which were cumulative (which came as a surprise a few days before the second midterm, because the midterms were claimed to be non-cumulative in the syllabus - so just ask her on the first day about it.)
",1,1,0,9467,"McGuire, Krista",137,Art Hum
14,70889,2014-12-16 00:00:00,"
Jon Snow is the nicest guy! He is so passionate about everything he teaches (obviously the most about bees since that is what he does research on). This class was very light compared to other labs at Barnard (see workload below). There were weekly proposals, but they were not graded difficulty - basically he just wants you to ask good questions at the end of proposals. The labs themselves almost never took the full 5 hours - we were usually out of there by 4pm. A lot of times Prof Snow would finish the last part of the labs for us (i.e. he wouldn't make us sit for 3 hours for the PCR to finish, he would take the samples out himself) which we all greatly appreciated. Sometimes he can be a little disorganized but if you have a question he is 100% available all the time over email, phone call, and office hours. He will answer everything and anything regarding lecture and assignments. Make sure you get a good lab partner because you're stuck with that person for the entire semester probably, and for the independent projects. 
Workload:
Weekly proposal due before every lab graded on a check plus/check/check minus system, 2 short lab reports (~3pgs each), a final long lab report (~12pgs), a presentation/proposal on an independent project, and a final on the last day of lab. 
",4,1,1,12483,"Snow, Jonathan",137,Art Hum
15,70892,2014-12-16 00:00:00,"
Calisi is a new professor, so she is kind of unorganized, even with her own TA to help her grade everything. She is nice, and her energy will lure you into the class as she is super bubbly and funny especially on the first day. Her midterms were not hard, but she gave multiple choice that had multiple answers, which always suck. Also, there is no curve, but usually the average is a B- to a B. The first test, we were allowed to get our grades changed in-person but she stopped doing that, saying it was too hard on her. That was fine, because we were allowed to hand-in written arguments if we wanted our grades changed. But she sent the class an email after reading the arguments saying if we studied more as much as the time put into written arguments we would've done just as well as the other animal behavior experts who got 100s. I thought remarks like that were silly and rude and over time they made me dislike her more and more - especially when most people at this school work their butts off. Anyways maybe she is just not for me but I know she annoyed a lot of people. I just don't think she knows how to write a test and her lectures come STRAIGHT from the textbook, which makes me wonder, why even have a professor? The one class that was not from the textbook was her own research, which she refused to upload her powerpoint for, saying she wanted it to be a research lecture like real scientists... Whatever...
On the bright side, things I appreciated from this class
1. she sent a survey out to get our thoughts on the class mid-semester and changed some things on her test, such as making us write only on 2 lines per question.
2. she gave us 5points automatically on the final exam because she was going to be gone.
3. she makes herself really available to talk to you if you need help
4. she tried to make lecture dynamic with videos
Workload:
2 midterms and a final, all non-cumulative. A really time-consuming, stupid project where you have to record an animal exhibiting one of the behaviors talked about in class and then narrate it. 
",2,0,0,,,1295,[BIOL BC2280] Animal Behavior
16,71075,2014-12-16 00:00:00,"
Some thoughts about this course, in no particular order:
1. Rocco is a stellar professor, well deserving of the gold nugget. He is excellent at distilling complicated subject matter in an intuitive manner. He cares about his students. If you ask a question during class, Rocco will make sure you understand it 100% before moving on. He never treats any question like a stupid question, and  completely lacks the condescending demeanor of so many profs. Amazingly, Rocco would personally answer many of my questions to the course email account, often within minutes. I'm actually amazed how much of a shit he gives about every single person in the class, given that almost none of us will continue in his field.
2. The course requires a lot of time. Every homework has 5 difficult proof based questions. You need to think things through very deeply. I was close to the top of the class and still spent around 20 hours for each homework. Some individual problems took me 5-10 hours of deliberate thought to break through on. This can be frustrating, but the reward when you finish is worth it. If you don't have much aptitude for theoretical CS, this class will punish you. 
3. Clement Cannone is a fantastic TA. 
4. As other reviewers have mentioned, this class will give you virtually no practical skills to apply in machine learning. That being said, it CLT is a beautiful field that will make you better understand some of the fundamental issues in ML. If you're the type of person who stays up at night wondering how things REALLY WORK, this is the course for you.
5. The final was very reasonable. If you payed attention in class and understand the concepts at a high level, you'll do well. It doesn't require anywhere near the intellectual sophistication of the homeworks, which is a good thing.
6. The project feels like annoying busy work, and is probably the only thing I'd criticize about the class structure. Reading a research paper is fun and all, but writing 10 pages at the end of the term with all the other finals going on seems like fluff. I think a 2-3 page summary would be better (perhaps for a smaller portion of the grade).
7. Out of the 3 profs who teach the core ML courses (Rocco, Jebara, Hsu), Rocco is BY FAR the best instructor. No contest. 
Workload:
5 homeworks that will test your grit, 1 annoying paper, 1 reasonable final
",4,0,1,1724,"Servedio, Rocco",137,Art Hum
17,71076,2014-12-16 00:00:00,"

This class is so much fun! Yes, that's right! Fun in a Math class!
And professor Woodbury just makes it even better.
It works like that: There is almost no lecture. Each class the students volunteer to solve the homework problems on the board. It doesn't matter if they have or not a perfect solution (in fact it's better when they don't). Then the class would comment the solution, discuss it and get to a better one together. Professor Woodbury would guide this discussion with questions and comments. Then, every week there would be a group homework where each student should do 2 of the problems that were presented that week (or small variations of them). These weekly homework had a more rigorous grading and needed to be typed in LaTeX. 
Sometimes, when we reached a part of the book with some very complicated concept or homework problems that were too hard, professor Woodbury would give us small lectures about that subject. His explanations were always very clear. Mike is a great professor, very approachable, not only during office hours but also by email and in the Coursework's discussion board. 
This model of class worked very well for me. However, it is time expendable, since there is homework due every single class (although the problem sets were not long, something around 5 problems per class). All in all, this is a class I really recommend, especially with this professor. :)
Workload:
Daily Homeworks due each class (they were 21 this semester).
Weekly Homeworks (this semester we had 9 + 1 extra).
2 Midterms (which were take-home. we had one weekend to do it).
1 Final.

",0,6,0,11419,"Woodbury, Michael",4600,Intro to Higher Math
