,review_id,review_date,review_text,agree_score,disagree_score,funny_score,professor_id,professor_name,course_id,course_name
0,30033,9/30/2014 0:00,"
This is the best class I took in Barnard. Every issue you learn about - mass incarceration, welfare laws, legitimate ways of legal resistance, corporate law, legal pluralism and disobedience, among others - is interesting and relevant, and makes you think about the society in which we live in new ways. Deborah Becher will challenge you to really think about the readings in class discussions. The class is relatively small, so half of class time is lecture and half is more dicussion-style, but Professor Becher is happy to hear people's opinions about anything and everything and is always open to questions or comments. This is an important class to take if you are interested in the way that law and government work, and if you care about ideas of social justice.
The readings are generally long, but they are always interesting. You really need to do them in order to keep up with class discussion, and participation really matters in this class because Professor Becher will pay attention to who speaks and who doesn't. She knows everyone's names. 
The assignments are usually straightforward, based on the readings, and not long (around 3 pages each). The final is a couple general, broad questions about issues covered in class, and each answer should be 2-3 paragraphs. Not bad really. 
Workload:
A lot of reading every week, 3 essays (3 pgs. each) and a final

",1,0,0,11026,"Becher, Deborah",7197,Lit Hum
1,30093,9/30/2014 0:00,"
Why Professor Mary Gordon does not have a gold nugget next to her name, I do not understand. I took this class my first year, and so far, no other English class here at Barnard/Columbia has lived up to it. Professor Gordon's lectures were intriguing and thought-provoking. I did not stop moving my pen to take notes, because everything she said was so pertinent and interesting! I still think about her lectures all the time. 
As a freshman taking this class, I was at first quite intimidated. However, I did not need to be. While the literature was definitely a challenge, Professor Gordon helped to make the works accessible to us. She understood that we would have difficulty with the literature and told us not to worry. When I arrived in class and listened to her lectures, the work magically seemed to make sense - I don't know how she did it! 
This is certainly a class that I will never forget, and I urge you to take this class or any class with Professor Gordon. 
Workload:
About a novel every three classes, difficult reading, but she understands that and does not expect you to come in having completely understood the work. An easy midterm IF you come to class (and why would you want to miss her incredible lectures anyway?). Three 1-2 page difficulty journals, where she literally expects you to rant about how hard the books are! A 6-8 page paper (you don't really need to have read the books in their entireties if you attended class). A take home final (basically a 4-6 page essay) with a choice of 1 out of 2 prompts. 
",3,0,0,1060,"Gordon, Mary",7197,Lit Hum
2,30797,10/2/2014 0:00,"
On the surface, Royden seems like the perfect professor: relaxed, engaging, knowledgeable....hip. Unfortunately, there's not much under the veneer of ""the cool grad student teaching a summer class"". 
The class is a blast. If you are a fan of DFW, you will love it. The main draw is interacting with the small class. Royden does a good job of facilitating discussion and adds a lot of insight which is not surprising since he has taught the class for like 5 summers.
If all you want is a deep reading of DFW and a good discussion section about his work, then you will get a lot out of this class. If you want to make yourself a better writer, a better close-reader, or get productive feedback on your work, this is not the class in which to do it.
Despite promises of feedback regarding our written work, specifically the final paper and take-home exam, Royden literally vanished when it came time to make good. In talking with others who took the class, I came to realize that I was not the only student whom he let down. He didn't respond to email (at all), he made mistakes when calculating grades, and seemingly doled out grades using a dartboard. I saw him on campus recently, and it was as if I had never taken the class: no recognition.
This is very disappointing since, from the beginning of the class, he presents himself as engaged and on top of things. I was ready for one of those transformative Columbia experiences, but ended up having one of those ""Oh, they don't really give a shit"" experiences that are also common here.
Keep our expectations low. You will get out of it exactly what you put into it, and your grade might reflect that. Who knows?
Workload:
Lots of reading, but that's obvious. Short presentation , 2 page paper, 5 page paper, take-home final. Easy if you stay on top of the reading.
",2,1,1,11157,"Kadyschuk, Royden (TA)",7197,Lit Hum
3,30984,10/2/2014 0:00,"
On top of everything noted already in reviews - an obsession with Frontiers, constant emailing, and a middle-school approach of teaching (think constant monitoring, repeatedly demanding you turn in assignments rather than treating you like an adult and get the grade you deserve, babysitting and helicoptering) - he's the most patronizing, condescending teacher I've ever encountered in my years of both public and private education. Never have I seen a teacher so passive-aggressive and with so little respect for his students who don't give 100% to the course. He must not only have an ego the size of the sun to believe his course should be everyone's #1 priority and to think so little of his students, and is either  a complete asshole or blatantly oblivious to his behavior. I would never speak so poorly of a professor in other circumstances, as I understand even the incompetent ones are often just trying to do their best - but NCB is not only an awful professor but a condescending, pathetic man. Avoid this course at all costs.
Workload:
Standard Frontiers workload
",4,0,1,2779,"Christie-Blick, Nicholas",7197,Lit Hum
4,31538,10/4/2014 0:00,"
Professor Wolfe is simply brilliant. I came to her Elementary French I class having received no prior education in French, and just a year later I'm thinking of it as my second language. I've learned so unbelievably much in this short time, and I attribute that to her fabulous, nurturing personality and phenomenal teaching style. Prof Wolfe consistently creates some of the most comfortable classroom environments I've ever been in -- and that's saying a lot coming from a non-traditional (read: much older than average) student. I love how she encourages not only casual conversation and participation from everyone, but also rigorous engagement with French history and culture. Her efforts alone inspired me to study abroad and take her ""Paris In Context"" class -- in Paris!!! -- over this past summer. Of course, my life has been forever changed. 
I can't imagine how different my summer would have been without ""Paris in Context,"" as the curriculum curated an intimate introduction to the city through engagement with museum exhibitions, historical monuments, restaurants, music, night life, traditional summer events, the list goes on. Each week, Prof Wolfe split the class into small rotating groups assigned to 9 or 10 eclectic city visits. We then presented on different aspects of our collective visits, mainly through subjective responses, current events, and critical French literature. This was my first experience with a French ""elective"" outside of my language requirement, and I was challenged in terribly frustrating and invariably motivational ways. There were many moments when my skills weren't advanced enough to communicate my ""very collegiate level"" ideas on the social world, so the class pushed me to new levels of expression and a general commitment to progress and master more of the nuances that come with French. This is a fun and critical course for a serious student who's willing to put in the time and energy it takes to engage with the material and offer meaningful contributions to discussions (and also visit ALL the amazingly dreamy parts of Paris as a requirement).
It could be easy to feel like the underdog in language courses at Columba/Barnard, but Prof Wolfe effectively teaches to every level in the class. Not once have I ever felt that I couldn't figure out a tricky grammar rule or tackle a written response to a lengthy article in French. Everyone should experience a professor like her! She's also one of the sweetest, most understanding people I know, who cares so much about her students' absorption and enjoyment of the language and always takes the extra time to make sure we're really grasping the material. I would go on and on but I think you're getting the point. Regardless of your level of exposure to or proficiency with French, take her class! If you're considering studying abroad in Paris, take her class! Even if you don't go to Barnard and are nervous about learning a new language with traditional-aged students, take her class! You will have no regrets, you will leave with a deeper passion for the language and culture, you will feel more accomplished, inspired, and smarter than before you started, I promise.  

Workload:
Rigorous but not too strenuous, typical of all languages at Columbia. Being consistent is key -- an hour a day of language practice, a text to work through and discuss every week, vocab and/or grammar quizzes every few weeks, midterm, final. If you do a little bit each day, you will progress with ease and should do quite well. She's also amazing for one-on-one coaching during office hours. Take her class!
",4,0,0,12579,"Wolfe , Loren ",7197,Lit Hum
5,31899,10/5/2014 0:00,"
Ashley Tuttle is the best! Not only is she a fantastic dancer (just the little bits of demonstration in class totally give away her perfect turn-out and ridiculous extension), but she is a fantastic teacher, and pretty much just a fantastic human being all around. Allow me to elaborate:
She teaches a very demanding but very rewarding class. Her combinations are sophisticated and purposeful, and she always gives corrections. You might not get a personal note every class, but she gives feedback to the whole room after almost every exercise and walks around the room throughout the class so that she can look at various dancers more closely and from different angles. Her attention never wavers. She is always completely present, and always seems over-the-moon enthusiastic about ballet and about explaining it in new ways.
My favorite thing about Ashley is her attitude. One of the first things she said to my class was that we needed to show more joy in our dancing (actually, her exact words were: ""I mean, isn't this better than chemistry?""). As dancers, I think we often feel like the fun will come later as long as we work hard now. But Ashley refuses to let any amount of hard work take the joy out of dancing. It's like her life philosophy, I guess (and she is happy to talk to you about life if you ask). She tells us to give a gift with our developes, to relax our faces when we pirouette, etc. but the most important thing is that she smiles and jokes throughout class and keeps the atmosphere buoyant. It is really impossible to leave her class in a bad mood, even though it is so hard!
And that brings me to my last point: I am not one of the best dancers in ballet VI. In fact, I may be one of the worst (but I like to take classes that challenge me and in which there are dancers I can try to emulate, so that's why I take this level). The dangers inherent to a situation like this are a) that you will leave class feeling badly about yourself every time, and b) that the teacher will resent you for taking a class you can't quite keep up with. 
BUT! Like I said before, it is impossible to leave Ashley's class in a bad mood. And she does not resent you (or, er, me) for trying your best in a class that is slightly above your level. She will never give you those scornful you'll-never-be-worthy-of-ballet eyes that so many ballet teachers (especially those with her kind of talent) are pros at dishing out. She won't make you feel like an idiot for wanting something that you might not ever totally achieve. She'll just help you along your way. She'll even give you as much attention as she gives the best dancer in the room, as long as you are putting in 110% of your effort every time you walk into the studio.
Workload:
Standard technique class, meaning no outside work is assigned. However, Ashley makes clear that she expects everyone to work their absolute hardest during class. Also, at this level, it seems to be expected that students are taking more than just this one dance class and that they have some kind of stretching/strengthening built into their personal routines.
",11,0,0,11596,"Tuttle, Ashley",7197,Lit Hum
6,32479,10/6/2014 0:00,"
Terrible lecturer, terrible exam questions, do not take this class.
Workload:
3 midterms, 8 quizzes, final
",3,0,0,2057,"Brus, Louis",7197,Lit Hum
7,33060,10/8/2014 0:00,"
Ted Mosby is awesome... gets a little distracted though. I am currently a freshman but my sophomore friends told me he was late on the first day of class cause he was at the wrong class room. Lol. Pretty great guy though, if you are into dorky architecture humor, of course.
Workload:
Nah. 
",12,2,5,9992,"Mosby, Ted",7197,Lit Hum
8,33085,10/8/2014 0:00,"
I loved this class and it really pushed me to become a sociology major.
Pretty standard lecture with powerpoint slides that follow along, but don't necessarily outline everything she's saying. She helps review and break down the readings and highlights the points that are most important to understand and how to connect them to other readings. If she says something twice, it's important. It's pretty obvious. Because her lectures are clear and insightful, if you do most of the readings and come to class and listen you should do pretty well, as long as you use your brain. No wild curveballs on midterm or final. 
Although the class is mostly lecture she'll also sometimes spend 15-20 minutes just having a discussion or having people share their personal experiences
Overall, this class was awesome. She doesn't take any BS and knows and teaches her subject well. 
Workload:
Medium to heavy amounts of reading, but around 75% of it is easy to understand and engaging. 
Midterm was in class, final was a research paper (hard, but you can choose your own topic) and there may have also been an in-class component? I can't remember.
",3,0,0,12724,"Sharpe, Teresa ",7197,Lit Hum
9,35609,10/13/2014 0:00,"
If Campbell continues to teach Uwriting, whoever gets him should consider themselves lucky. Campbell is a PhD candidate in the English department of the Graduate School of Arts and Science and from Auckland, New Zealand. He is witty, funny and probably one of the more helpful professors/TAs I've encountered since I've gotten to Columbia. He is really understanding about anything that you talk with him about, extremely lenient in regards to being in class on time (8:40-9:55 is a nightmare), and super reachable in his office hours/email. He has made Uwriting significantly less worse than all the hellish things you might've heard about. He seems to be a decent grader too!
Workload:
Typical uwriting workload. About an hour of reading to do between classes, reasonable time to write the essays between the drafts and the final copies. Nothing ridiculous or unheard of. 
",8,1,0,12974,"Birch, Campbell",7197,Lit Hum
